Mass DM,SSHH,omega,SI 1,SI 2
3954.0,0.5800000000000001,0.13,1.317e-09,7.583e-10
3956.0,0.5800000000000001,0.13,1.317e-09,7.576e-10
3958.0,0.5800000000000001,0.13,1.316e-09,7.568e-10
3960.0,0.5800000000000001,0.13,1.315e-09,7.561e-10
3962.0,0.5800000000000001,0.131,1.315e-09,7.553e-10
3964.0,0.5800000000000001,0.131,1.314e-09,7.545e-10
3966.0,0.5800000000000001,0.131,1.313e-09,7.538e-10
3968.0,0.5800000000000001,0.131,1.313e-09,7.530e-10
3970.0,0.5800000000000001,0.131,1.312e-09,7.522e-10
3972.0,0.5800000000000001,0.131,1.311e-09,7.515e-10
3974.0,0.5800000000000001,0.131,1.311e-09,7.507e-10
3976.0,0.5800000000000001,0.131,1.310e-09,7.500e-10
3978.0,0.5800000000000001,0.132,1.309e-09,7.492e-10
3980.0,0.5800000000000001,0.132,1.309e-09,7.485e-10
3982.0,0.5800000000000001,0.132,1.308e-09,7.477e-10
3984.0,0.5800000000000001,0.132,1.308e-09,7.470e-10
3986.0,0.5800000000000001,0.132,1.307e-09,7.462e-10
3988.0,0.5800000000000001,0.132,1.306e-09,7.455e-10
3990.0,0.5800000000000001,0.132,1.306e-09,7.447e-10
3992.0,0.59,0.128,1.327e-09,7.699e-10
3994.0,0.59,0.128,1.327e-09,7.691e-10
3996.0,0.59,0.128,1.326e-09,7.683e-10
3998.0,0.59,0.129,1.325e-09,7.676e-10
4000.0,0.59,0.129,1.325e-09,7.668e-10
4002.0,0.59,0.129,1.324e-09,7.660e-10
4004.0,0.59,0.129,1.323e-09,7.653e-10
4006.0,0.59,0.129,1.323e-09,7.645e-10
4008.0,0.59,0.129,1.322e-09,7.637e-10
4010.0,0.59,0.129,1.321e-09,7.630e-10
4012.0,0.59,0.129,1.321e-09,7.622e-10
4014.0,0.59,0.13,1.320e-09,7.614e-10
4016.0,0.59,0.13,1.319e-09,7.607e-10
4018.0,0.59,0.13,1.319e-09,7.599e-10
4020.0,0.59,0.13,1.318e-09,7.592e-10
4022.0,0.59,0.13,1.317e-09,7.584e-10
4024.0,0.59,0.13,1.317e-09,7.577e-10
4026.0,0.59,0.13,1.316e-09,7.569e-10
4028.0,0.59,0.13,1.316e-09,7.562e-10
4030.0,0.59,0.131,1.315e-09,7.554e-10
4032.0,0.59,0.131,1.314e-09,7.547e-10
4034.0,0.59,0.131,1.314e-09,7.539e-10
4036.0,0.59,0.131,1.313e-09,7.532e-10
4038.0,0.59,0.131,1.312e-09,7.524e-10
4040.0,0.59,0.131,1.312e-09,7.517e-10
4042.0,0.59,0.131,1.311e-09,7.509e-10
4044.0,0.59,0.132,1.310e-09,7.502e-10
4046.0,0.59,0.132,1.310e-09,7.495e-10
4048.0,0.59,0.132,1.309e-09,7.487e-10
4050.0,0.59,0.132,1.308e-09,7.480e-10
4052.0,0.59,0.132,1.308e-09,7.472e-10
4054.0,0.59,0.132,1.307e-09,7.465e-10
4056.0,0.59,0.132,1.306e-09,7.458e-10
4058.0,0.59,0.132,1.306e-09,7.450e-10
4060.0,0.6,0.128,1.327e-09,7.697e-10
4062.0,0.6,0.128,1.327e-09,7.690e-10
4064.0,0.6,0.129,1.326e-09,7.682e-10
4066.0,0.6,0.129,1.325e-09,7.675e-10
4068.0,0.6,0.129,1.325e-09,7.667e-10
4070.0,0.6,0.129,1.324e-09,7.660e-10
4072.0,0.6,0.129,1.323e-09,7.652e-10
4074.0,0.6,0.129,1.323e-09,7.645e-10
4076.0,0.6,0.129,1.322e-09,7.637e-10
4078.0,0.6,0.129,1.321e-09,7.630e-10
4080.0,0.6,0.13,1.321e-09,7.622e-10
4082.0,0.6,0.13,1.320e-09,7.615e-10
4084.0,0.6,0.13,1.319e-09,7.607e-10
4086.0,0.6,0.13,1.319e-09,7.600e-10
4088.0,0.6,0.13,1.318e-09,7.592e-10
4090.0,0.6,0.13,1.318e-09,7.585e-10
4092.0,0.6,0.13,1.317e-09,7.577e-10
4094.0,0.6,0.13,1.316e-09,7.570e-10
4096.0,0.6,0.131,1.316e-09,7.563e-10
4098.0,0.6,0.131,1.315e-09,7.555e-10
4100.0,0.6,0.131,1.314e-09,7.548e-10
4102.0,0.6,0.131,1.314e-09,7.541e-10
4104.0,0.6,0.131,1.313e-09,7.533e-10
4106.0,0.6,0.131,1.312e-09,7.526e-10
4108.0,0.6,0.131,1.312e-09,7.519e-10
4110.0,0.6,0.131,1.311e-09,7.511e-10
4112.0,0.6,0.132,1.311e-09,7.504e-10
4114.0,0.6,0.132,1.310e-09,7.497e-10
4116.0,0.6,0.132,1.309e-09,7.489e-10
4118.0,0.6,0.132,1.309e-09,7.482e-10
4120.0,0.6,0.132,1.308e-09,7.475e-10
4122.0,0.6,0.132,1.307e-09,7.468e-10
4124.0,0.6,0.132,1.307e-09,7.460e-10
4126.0,0.6,0.132,1.306e-09,7.453e-10
4128.0,0.61,0.128,1.327e-09,7.696e-10
4130.0,0.61,0.128,1.327e-09,7.689e-10
4132.0,0.61,0.129,1.326e-09,7.681e-10
4134.0,0.61,0.129,1.325e-09,7.674e-10
4136.0,0.61,0.129,1.325e-09,7.666e-10
4138.0,0.61,0.129,1.324e-09,7.659e-10
4140.0,0.61,0.129,1.323e-09,7.652e-10
4142.0,0.61,0.129,1.323e-09,7.644e-10
4144.0,0.61,0.129,1.322e-09,7.637e-10
4146.0,0.61,0.129,1.321e-09,7.630e-10
4148.0,0.61,0.13,1.321e-09,7.622e-10
4150.0,0.61,0.13,1.320e-09,7.615e-10
4152.0,0.61,0.13,1.320e-09,7.607e-10
4154.0,0.61,0.13,1.319e-09,7.600e-10
4156.0,0.61,0.13,1.318e-09,7.593e-10
4158.0,0.61,0.13,1.318e-09,7.586e-10
4160.0,0.61,0.13,1.317e-09,7.578e-10
4162.0,0.61,0.13,1.316e-09,7.571e-10
4164.0,0.61,0.131,1.316e-09,7.564e-10
4166.0,0.61,0.131,1.315e-09,7.556e-10
4168.0,0.61,0.131,1.314e-09,7.549e-10
4170.0,0.61,0.131,1.314e-09,7.542e-10
4172.0,0.61,0.131,1.313e-09,7.535e-10
4174.0,0.61,0.131,1.313e-09,7.528e-10
4176.0,0.61,0.131,1.312e-09,7.520e-10
4178.0,0.61,0.131,1.311e-09,7.513e-10
4180.0,0.61,0.132,1.311e-09,7.506e-10
4182.0,0.61,0.132,1.310e-09,7.499e-10
4184.0,0.61,0.132,1.309e-09,7.492e-10
4186.0,0.61,0.132,1.309e-09,7.484e-10
4188.0,0.61,0.132,1.308e-09,7.477e-10
4190.0,0.61,0.132,1.308e-09,7.470e-10
4192.0,0.61,0.132,1.307e-09,7.463e-10
4194.0,0.61,0.132,1.306e-09,7.456e-10
4196.0,0.62,0.128,1.327e-09,7.695e-10
4198.0,0.62,0.129,1.326e-09,7.688e-10
4200.0,0.62,0.129,1.326e-09,7.680e-10
4202.0,0.62,0.129,1.325e-09,7.673e-10
4204.0,0.62,0.129,1.325e-09,7.666e-10
4206.0,0.62,0.129,1.324e-09,7.658e-10
4208.0,0.62,0.129,1.323e-09,7.651e-10
4210.0,0.62,0.129,1.323e-09,7.644e-10
4212.0,0.62,0.129,1.322e-09,7.637e-10
4214.0,0.62,0.13,1.321e-09,7.629e-10
4216.0,0.62,0.13,1.321e-09,7.622e-10
4218.0,0.62,0.13,1.320e-09,7.615e-10
4220.0,0.62,0.13,1.320e-09,7.608e-10
4222.0,0.62,0.13,1.319e-09,7.601e-10
4224.0,0.62,0.13,1.318e-09,7.593e-10
4226.0,0.62,0.13,1.318e-09,7.586e-10
4228.0,0.62,0.13,1.317e-09,7.579e-10
4230.0,0.62,0.13,1.316e-09,7.572e-10
4232.0,0.62,0.131,1.316e-09,7.565e-10
4234.0,0.62,0.131,1.315e-09,7.558e-10
4236.0,0.62,0.131,1.315e-09,7.550e-10
4238.0,0.62,0.131,1.314e-09,7.543e-10
4240.0,0.62,0.131,1.313e-09,7.536e-10
4242.0,0.62,0.131,1.313e-09,7.529e-10
4244.0,0.62,0.131,1.312e-09,7.522e-10
4246.0,0.62,0.131,1.311e-09,7.515e-10
4248.0,0.62,0.132,1.311e-09,7.508e-10
4250.0,0.62,0.132,1.310e-09,7.501e-10
4252.0,0.62,0.132,1.310e-09,7.494e-10
4254.0,0.62,0.132,1.309e-09,7.487e-10
4256.0,0.62,0.132,1.308e-09,7.480e-10
4258.0,0.62,0.132,1.308e-09,7.473e-10
4260.0,0.62,0.132,1.307e-09,7.466e-10
4262.0,0.62,0.132,1.307e-09,7.459e-10
4264.0,0.63,0.129,1.327e-09,7.694e-10
4266.0,0.63,0.129,1.326e-09,7.687e-10
4268.0,0.63,0.129,1.326e-09,7.680e-10
4270.0,0.63,0.129,1.325e-09,7.672e-10
4272.0,0.63,0.129,1.324e-09,7.665e-10
4274.0,0.63,0.129,1.324e-09,7.658e-10
4276.0,0.63,0.129,1.323e-09,7.651e-10
4278.0,0.63,0.129,1.323e-09,7.644e-10
4280.0,0.63,0.129,1.322e-09,7.637e-10
4282.0,0.63,0.13,1.321e-09,7.629e-10
4284.0,0.63,0.13,1.321e-09,7.622e-10
4286.0,0.63,0.13,1.320e-09,7.615e-10
4288.0,0.63,0.13,1.320e-09,7.608e-10
4290.0,0.63,0.13,1.319e-09,7.601e-10
4292.0,0.63,0.13,1.318e-09,7.594e-10
4294.0,0.63,0.13,1.318e-09,7.587e-10
4296.0,0.63,0.13,1.317e-09,7.580e-10
4298.0,0.63,0.131,1.316e-09,7.573e-10
4300.0,0.63,0.131,1.316e-09,7.566e-10
4302.0,0.63,0.131,1.315e-09,7.559e-10
4304.0,0.63,0.131,1.315e-09,7.552e-10
4306.0,0.63,0.131,1.314e-09,7.545e-10
4308.0,0.63,0.131,1.313e-09,7.538e-10
4310.0,0.63,0.131,1.313e-09,7.531e-10
4312.0,0.63,0.131,1.312e-09,7.524e-10
4314.0,0.63,0.131,1.312e-09,7.517e-10
4316.0,0.63,0.132,1.311e-09,7.510e-10
4318.0,0.63,0.132,1.310e-09,7.503e-10
4320.0,0.63,0.132,1.310e-09,7.496e-10
4322.0,0.63,0.132,1.309e-09,7.489e-10
4324.0,0.63,0.132,1.309e-09,7.482e-10
4326.0,0.63,0.132,1.308e-09,7.475e-10
4328.0,0.63,0.132,1.307e-09,7.468e-10
4330.0,0.63,0.132,1.307e-09,7.461e-10
4332.0,0.64,0.129,1.327e-09,7.693e-10
4334.0,0.64,0.129,1.326e-09,7.686e-10
4336.0,0.64,0.129,1.326e-09,7.679e-10
4338.0,0.64,0.129,1.325e-09,7.672e-10
4340.0,0.64,0.129,1.324e-09,7.665e-10
4342.0,0.64,0.129,1.324e-09,7.657e-10
4344.0,0.64,0.129,1.323e-09,7.650e-10
4346.0,0.64,0.129,1.323e-09,7.643e-10
4348.0,0.64,0.129,1.322e-09,7.636e-10
4350.0,0.64,0.13,1.321e-09,7.629e-10
4352.0,0.64,0.13,1.321e-09,7.622e-10
4354.0,0.64,0.13,1.320e-09,7.615e-10
4356.0,0.64,0.13,1.320e-09,7.608e-10
4358.0,0.64,0.13,1.319e-09,7.601e-10
4360.0,0.64,0.13,1.318e-09,7.594e-10
4362.0,0.64,0.13,1.318e-09,7.587e-10
4364.0,0.64,0.13,1.317e-09,7.580e-10
4366.0,0.64,0.131,1.317e-09,7.574e-10
4368.0,0.64,0.131,1.316e-09,7.567e-10
4370.0,0.64,0.131,1.315e-09,7.560e-10
4372.0,0.64,0.131,1.315e-09,7.553e-10
4374.0,0.64,0.131,1.314e-09,7.546e-10
4376.0,0.64,0.131,1.314e-09,7.539e-10
4378.0,0.64,0.131,1.313e-09,7.532e-10
4380.0,0.64,0.131,1.312e-09,7.525e-10
4382.0,0.64,0.131,1.312e-09,7.518e-10
4384.0,0.64,0.132,1.311e-09,7.511e-10
4386.0,0.64,0.132,1.311e-09,7.505e-10
4388.0,0.64,0.132,1.310e-09,7.498e-10
4390.0,0.64,0.132,1.309e-09,7.491e-10
4392.0,0.64,0.132,1.309e-09,7.484e-10
4394.0,0.64,0.132,1.308e-09,7.477e-10
4396.0,0.64,0.132,1.308e-09,7.471e-10
4398.0,0.64,0.132,1.307e-09,7.464e-10
4400.0,0.65,0.129,1.327e-09,7.692e-10
4402.0,0.65,0.129,1.326e-09,7.685e-10
4404.0,0.65,0.129,1.326e-09,7.678e-10
4406.0,0.65,0.129,1.325e-09,7.671e-10
4408.0,0.65,0.129,1.324e-09,7.664e-10
4410.0,0.65,0.129,1.324e-09,7.657e-10
4412.0,0.65,0.129,1.323e-09,7.650e-10
4414.0,0.65,0.129,1.323e-09,7.643e-10
4416.0,0.65,0.13,1.322e-09,7.636e-10
4418.0,0.65,0.13,1.321e-09,7.629e-10
4420.0,0.65,0.13,1.321e-09,7.622e-10
4422.0,0.65,0.13,1.320e-09,7.615e-10
4424.0,0.65,0.13,1.320e-09,7.609e-10
4426.0,0.65,0.13,1.319e-09,7.602e-10
4428.0,0.65,0.13,1.318e-09,7.595e-10
4430.0,0.65,0.13,1.318e-09,7.588e-10
4432.0,0.65,0.13,1.317e-09,7.581e-10
4434.0,0.65,0.131,1.317e-09,7.574e-10
4436.0,0.65,0.131,1.316e-09,7.567e-10
4438.0,0.65,0.131,1.315e-09,7.561e-10
4440.0,0.65,0.131,1.315e-09,7.554e-10
4442.0,0.65,0.131,1.314e-09,7.547e-10
4444.0,0.65,0.131,1.314e-09,7.540e-10
4446.0,0.65,0.131,1.313e-09,7.534e-10
4448.0,0.65,0.131,1.312e-09,7.527e-10
4450.0,0.65,0.131,1.312e-09,7.520e-10
4452.0,0.65,0.132,1.311e-09,7.513e-10
4454.0,0.65,0.132,1.311e-09,7.506e-10
4456.0,0.65,0.132,1.310e-09,7.500e-10
4458.0,0.65,0.132,1.310e-09,7.493e-10
4460.0,0.65,0.132,1.309e-09,7.486e-10
4462.0,0.65,0.132,1.308e-09,7.480e-10
4464.0,0.65,0.132,1.308e-09,7.473e-10
4466.0,0.65,0.132,1.307e-09,7.466e-10
4468.0,0.66,0.129,1.327e-09,7.691e-10
4470.0,0.66,0.129,1.326e-09,7.684e-10
4472.0,0.66,0.129,1.326e-09,7.677e-10
4474.0,0.66,0.129,1.325e-09,7.670e-10
4476.0,0.66,0.129,1.324e-09,7.663e-10
4478.0,0.66,0.129,1.324e-09,7.656e-10
4480.0,0.66,0.129,1.323e-09,7.650e-10
4482.0,0.66,0.129,1.323e-09,7.643e-10
4484.0,0.66,0.13,1.322e-09,7.636e-10
4486.0,0.66,0.13,1.321e-09,7.629e-10
4488.0,0.66,0.13,1.321e-09,7.622e-10
4490.0,0.66,0.13,1.320e-09,7.616e-10
4492.0,0.66,0.13,1.320e-09,7.609e-10
4494.0,0.66,0.13,1.319e-09,7.602e-10
4496.0,0.66,0.13,1.318e-09,7.595e-10
4498.0,0.66,0.13,1.318e-09,7.589e-10
4500.0,0.66,0.13,1.317e-09,7.582e-10
4502.0,0.66,0.131,1.317e-09,7.575e-10
4504.0,0.66,0.131,1.316e-09,7.568e-10
4506.0,0.66,0.131,1.316e-09,7.562e-10
4508.0,0.66,0.131,1.315e-09,7.555e-10
4510.0,0.66,0.131,1.314e-09,7.548e-10
4512.0,0.66,0.131,1.314e-09,7.542e-10
4514.0,0.66,0.131,1.313e-09,7.535e-10
4516.0,0.66,0.131,1.313e-09,7.528e-10
4518.0,0.66,0.132,1.312e-09,7.522e-10
4520.0,0.66,0.132,1.311e-09,7.515e-10
4522.0,0.66,0.132,1.311e-09,7.508e-10
4524.0,0.66,0.132,1.310e-09,7.502e-10
4526.0,0.66,0.132,1.310e-09,7.495e-10
4528.0,0.66,0.132,1.309e-09,7.488e-10
4530.0,0.66,0.132,1.309e-09,7.482e-10
4532.0,0.66,0.132,1.308e-09,7.475e-10
4534.0,0.66,0.132,1.307e-09,7.469e-10
4536.0,0.67,0.129,1.327e-09,7.690e-10
4538.0,0.67,0.129,1.326e-09,7.683e-10
4540.0,0.67,0.129,1.325e-09,7.676e-10
4542.0,0.67,0.129,1.325e-09,7.670e-10
4544.0,0.67,0.129,1.324e-09,7.663e-10
4546.0,0.67,0.129,1.324e-09,7.656e-10
4548.0,0.67,0.129,1.323e-09,7.649e-10
4550.0,0.67,0.13,1.323e-09,7.643e-10
4552.0,0.67,0.13,1.322e-09,7.636e-10
4554.0,0.67,0.13,1.321e-09,7.629e-10
4556.0,0.67,0.13,1.321e-09,7.622e-10
4558.0,0.67,0.13,1.320e-09,7.616e-10
4560.0,0.67,0.13,1.320e-09,7.609e-10
4562.0,0.67,0.13,1.319e-09,7.602e-10
4564.0,0.67,0.13,1.318e-09,7.596e-10
4566.0,0.67,0.13,1.318e-09,7.589e-10
4568.0,0.67,0.131,1.317e-09,7.582e-10
4570.0,0.67,0.131,1.317e-09,7.576e-10
4572.0,0.67,0.131,1.316e-09,7.569e-10
4574.0,0.67,0.131,1.316e-09,7.563e-10
4576.0,0.67,0.131,1.315e-09,7.556e-10
4578.0,0.67,0.131,1.314e-09,7.549e-10
4580.0,0.67,0.131,1.314e-09,7.543e-10
4582.0,0.67,0.131,1.313e-09,7.536e-10
4584.0,0.67,0.131,1.313e-09,7.530e-10
4586.0,0.67,0.132,1.312e-09,7.523e-10
4588.0,0.67,0.132,1.312e-09,7.517e-10
4590.0,0.67,0.132,1.311e-09,7.510e-10
4592.0,0.67,0.132,1.310e-09,7.503e-10
4594.0,0.67,0.132,1.310e-09,7.497e-10
4596.0,0.67,0.132,1.309e-09,7.490e-10
4598.0,0.67,0.132,1.309e-09,7.484e-10
4600.0,0.67,0.132,1.308e-09,7.477e-10
4602.0,0.67,0.132,1.308e-09,7.471e-10
4604.0,0.68,0.129,1.327e-09,7.689e-10
4606.0,0.68,0.129,1.326e-09,7.682e-10
4608.0,0.68,0.129,1.325e-09,7.676e-10
4610.0,0.68,0.129,1.325e-09,7.669e-10
4612.0,0.68,0.129,1.324e-09,7.662e-10
4614.0,0.68,0.129,1.324e-09,7.656e-10
4616.0,0.68,0.129,1.323e-09,7.649e-10
4618.0,0.68,0.13,1.322e-09,7.642e-10
4620.0,0.68,0.13,1.322e-09,7.636e-10
4622.0,0.68,0.13,1.321e-09,7.629e-10
4624.0,0.68,0.13,1.321e-09,7.623e-10
4626.0,0.68,0.13,1.320e-09,7.616e-10
4628.0,0.68,0.13,1.320e-09,7.609e-10
4630.0,0.68,0.13,1.319e-09,7.603e-10
4632.0,0.68,0.13,1.318e-09,7.596e-10
4634.0,0.68,0.13,1.318e-09,7.590e-10
4636.0,0.68,0.131,1.317e-09,7.583e-10
4638.0,0.68,0.131,1.317e-09,7.577e-10
4640.0,0.68,0.131,1.316e-09,7.570e-10
4642.0,0.68,0.131,1.316e-09,7.564e-10
4644.0,0.68,0.131,1.315e-09,7.557e-10
4646.0,0.68,0.131,1.315e-09,7.551e-10
4648.0,0.68,0.131,1.314e-09,7.544e-10
4650.0,0.68,0.131,1.313e-09,7.538e-10
4652.0,0.68,0.131,1.313e-09,7.531e-10
4654.0,0.68,0.132,1.312e-09,7.525e-10
4656.0,0.68,0.132,1.312e-09,7.518e-10
4658.0,0.68,0.132,1.311e-09,7.512e-10
4660.0,0.68,0.132,1.311e-09,7.505e-10
4662.0,0.68,0.132,1.310e-09,7.499e-10
4664.0,0.68,0.132,1.309e-09,7.492e-10
4666.0,0.68,0.132,1.309e-09,7.486e-10
4668.0,0.68,0.132,1.308e-09,7.480e-10
4670.0,0.68,0.132,1.308e-09,7.473e-10
4672.0,0.6900000000000001,0.129,1.326e-09,7.688e-10
4674.0,0.6900000000000001,0.129,1.326e-09,7.681e-10
4676.0,0.6900000000000001,0.129,1.325e-09,7.675e-10
4678.0,0.6900000000000001,0.129,1.325e-09,7.668e-10
4680.0,0.6900000000000001,0.129,1.324e-09,7.662e-10
4682.0,0.6900000000000001,0.129,1.324e-09,7.655e-10
4684.0,0.6900000000000001,0.13,1.323e-09,7.649e-10
4686.0,0.6900000000000001,0.13,1.322e-09,7.642e-10
4688.0,0.6900000000000001,0.13,1.322e-09,7.636e-10
4690.0,0.6900000000000001,0.13,1.321e-09,7.629e-10
4692.0,0.6900000000000001,0.13,1.321e-09,7.623e-10
4694.0,0.6900000000000001,0.13,1.320e-09,7.616e-10
4696.0,0.6900000000000001,0.13,1.320e-09,7.610e-10
4698.0,0.6900000000000001,0.13,1.319e-09,7.603e-10
4700.0,0.6900000000000001,0.13,1.319e-09,7.597e-10
4702.0,0.6900000000000001,0.13,1.318e-09,7.590e-10
4704.0,0.6900000000000001,0.131,1.317e-09,7.584e-10
4706.0,0.6900000000000001,0.131,1.317e-09,7.577e-10
4708.0,0.6900000000000001,0.131,1.316e-09,7.571e-10
4710.0,0.6900000000000001,0.131,1.316e-09,7.564e-10
4712.0,0.6900000000000001,0.131,1.315e-09,7.558e-10
4714.0,0.6900000000000001,0.131,1.315e-09,7.552e-10
4716.0,0.6900000000000001,0.131,1.314e-09,7.545e-10
4718.0,0.6900000000000001,0.131,1.314e-09,7.539e-10
4720.0,0.6900000000000001,0.131,1.313e-09,7.532e-10
4722.0,0.6900000000000001,0.132,1.312e-09,7.526e-10
4724.0,0.6900000000000001,0.132,1.312e-09,7.520e-10
4726.0,0.6900000000000001,0.132,1.311e-09,7.513e-10
4728.0,0.6900000000000001,0.132,1.311e-09,7.507e-10
4730.0,0.6900000000000001,0.132,1.310e-09,7.501e-10
4732.0,0.6900000000000001,0.132,1.310e-09,7.494e-10
4734.0,0.6900000000000001,0.132,1.309e-09,7.488e-10
4736.0,0.6900000000000001,0.132,1.309e-09,7.482e-10
4738.0,0.6900000000000001,0.132,1.308e-09,7.475e-10
4740.0,0.7000000000000001,0.129,1.326e-09,7.687e-10
4742.0,0.7000000000000001,0.129,1.326e-09,7.681e-10
4744.0,0.7000000000000001,0.129,1.325e-09,7.674e-10
4746.0,0.7000000000000001,0.129,1.325e-09,7.668e-10
4748.0,0.7000000000000001,0.129,1.324e-09,7.661e-10
4750.0,0.7000000000000001,0.129,1.324e-09,7.655e-10
4752.0,0.7000000000000001,0.13,1.323e-09,7.648e-10
4754.0,0.7000000000000001,0.13,1.322e-09,7.642e-10
4756.0,0.7000000000000001,0.13,1.322e-09,7.635e-10
4758.0,0.7000000000000001,0.13,1.321e-09,7.629e-10
4760.0,0.7000000000000001,0.13,1.321e-09,7.623e-10
4762.0,0.7000000000000001,0.13,1.320e-09,7.616e-10
4764.0,0.7000000000000001,0.13,1.320e-09,7.610e-10
4766.0,0.7000000000000001,0.13,1.319e-09,7.603e-10
4768.0,0.7000000000000001,0.13,1.319e-09,7.597e-10
4770.0,0.7000000000000001,0.131,1.318e-09,7.591e-10
4772.0,0.7000000000000001,0.131,1.317e-09,7.584e-10
4774.0,0.7000000000000001,0.131,1.317e-09,7.578e-10
4776.0,0.7000000000000001,0.131,1.316e-09,7.572e-10
4778.0,0.7000000000000001,0.131,1.316e-09,7.565e-10
4780.0,0.7000000000000001,0.131,1.315e-09,7.559e-10
4782.0,0.7000000000000001,0.131,1.315e-09,7.553e-10
4784.0,0.7000000000000001,0.131,1.314e-09,7.546e-10
4786.0,0.7000000000000001,0.131,1.314e-09,7.540e-10
4788.0,0.7000000000000001,0.131,1.313e-09,7.534e-10
4790.0,0.7000000000000001,0.132,1.313e-09,7.527e-10
4792.0,0.7000000000000001,0.132,1.312e-09,7.521e-10
4794.0,0.7000000000000001,0.132,1.311e-09,7.515e-10
4796.0,0.7000000000000001,0.132,1.311e-09,7.509e-10
4798.0,0.7000000000000001,0.132,1.310e-09,7.502e-10
4800.0,0.7000000000000001,0.132,1.310e-09,7.496e-10
4802.0,0.7000000000000001,0.132,1.309e-09,7.490e-10
4804.0,0.7000000000000001,0.132,1.309e-09,7.484e-10
4806.0,0.7000000000000001,0.132,1.308e-09,7.477e-10
4808.0,0.7100000000000001,0.129,1.326e-09,7.686e-10
4810.0,0.7100000000000001,0.129,1.326e-09,7.680e-10
4812.0,0.7100000000000001,0.129,1.325e-09,7.673e-10
4814.0,0.7100000000000001,0.129,1.325e-09,7.667e-10
4816.0,0.7100000000000001,0.129,1.324e-09,7.661e-10
4818.0,0.7100000000000001,0.13,1.324e-09,7.654e-10
4820.0,0.7100000000000001,0.13,1.323e-09,7.648e-10
4822.0,0.7100000000000001,0.13,1.322e-09,7.642e-10
4824.0,0.7100000000000001,0.13,1.322e-09,7.635e-10
4826.0,0.7100000000000001,0.13,1.321e-09,7.629e-10
4828.0,0.7100000000000001,0.13,1.321e-09,7.623e-10
4830.0,0.7100000000000001,0.13,1.320e-09,7.616e-10
4832.0,0.7100000000000001,0.13,1.320e-09,7.610e-10
4834.0,0.7100000000000001,0.13,1.319e-09,7.604e-10
4836.0,0.7100000000000001,0.13,1.319e-09,7.597e-10
4838.0,0.7100000000000001,0.131,1.318e-09,7.591e-10
4840.0,0.7100000000000001,0.131,1.318e-09,7.585e-10
4842.0,0.7100000000000001,0.131,1.317e-09,7.579e-10
4844.0,0.7100000000000001,0.131,1.316e-09,7.572e-10
4846.0,0.7100000000000001,0.131,1.316e-09,7.566e-10
4848.0,0.7100000000000001,0.131,1.315e-09,7.560e-10
4850.0,0.7100000000000001,0.131,1.315e-09,7.554e-10
4852.0,0.7100000000000001,0.131,1.314e-09,7.547e-10
4854.0,0.7100000000000001,0.131,1.314e-09,7.541e-10
4856.0,0.7100000000000001,0.131,1.313e-09,7.535e-10
4858.0,0.7100000000000001,0.132,1.313e-09,7.529e-10
4860.0,0.7100000000000001,0.132,1.312e-09,7.523e-10
4862.0,0.7100000000000001,0.132,1.312e-09,7.516e-10
4864.0,0.7100000000000001,0.132,1.311e-09,7.510e-10
4866.0,0.7100000000000001,0.132,1.310e-09,7.504e-10
4868.0,0.7100000000000001,0.132,1.310e-09,7.498e-10
4870.0,0.7100000000000001,0.132,1.309e-09,7.492e-10
4872.0,0.7100000000000001,0.132,1.309e-09,7.486e-10
4874.0,0.7100000000000001,0.132,1.308e-09,7.479e-10
4876.0,0.72,0.129,1.326e-09,7.685e-10
4878.0,0.72,0.129,1.326e-09,7.679e-10
4880.0,0.72,0.129,1.325e-09,7.673e-10
4882.0,0.72,0.129,1.325e-09,7.666e-10
4884.0,0.72,0.129,1.324e-09,7.660e-10
4886.0,0.72,0.13,1.323e-09,7.654e-10
4888.0,0.72,0.13,1.323e-09,7.648e-10
4890.0,0.72,0.13,1.322e-09,7.641e-10
4892.0,0.72,0.13,1.322e-09,7.635e-10
4894.0,0.72,0.13,1.321e-09,7.629e-10
4896.0,0.72,0.13,1.321e-09,7.623e-10
4898.0,0.72,0.13,1.320e-09,7.616e-10
4900.0,0.72,0.13,1.320e-09,7.610e-10
4902.0,0.72,0.13,1.319e-09,7.604e-10
4904.0,0.72,0.13,1.319e-09,7.598e-10
4906.0,0.72,0.131,1.318e-09,7.592e-10
4908.0,0.72,0.131,1.318e-09,7.585e-10
4910.0,0.72,0.131,1.317e-09,7.579e-10
4912.0,0.72,0.131,1.316e-09,7.573e-10
4914.0,0.72,0.131,1.316e-09,7.567e-10
4916.0,0.72,0.131,1.315e-09,7.561e-10
4918.0,0.72,0.131,1.315e-09,7.555e-10
4920.0,0.72,0.131,1.314e-09,7.549e-10
4922.0,0.72,0.131,1.314e-09,7.542e-10
4924.0,0.72,0.132,1.313e-09,7.536e-10
4926.0,0.72,0.132,1.313e-09,7.530e-10
4928.0,0.72,0.132,1.312e-09,7.524e-10
4930.0,0.72,0.132,1.312e-09,7.518e-10
4932.0,0.72,0.132,1.311e-09,7.512e-10
4934.0,0.72,0.132,1.311e-09,7.506e-10
4936.0,0.72,0.132,1.310e-09,7.500e-10
4938.0,0.72,0.132,1.310e-09,7.494e-10
4940.0,0.72,0.132,1.309e-09,7.488e-10
4942.0,0.72,0.132,1.308e-09,7.481e-10
